stop_id,stop_name,stop_lat,stop_lon,location_type
14001613,Hraunvallaskóli,64.045546000000002,-21.979054999999999,0
14001614,Daggarvellir,64.048361,-21.980808,0
14001615,Kirkjuvellir,64.050623000000002,-21.981940999999999,0
14001616,Ásvallalaug,64.052789,-21.975244,0
14001617,Kirkjutorg,64.051702,-21.980002,0
14001618,Kirkjutorg,64.051711,-21.979893,0
14001619,Ásvallalaug,64.05275,-21.974952,0
14001620,Kelduhvammur,64.057287000000002,-21.965357000000001,0
14001623,Fjarðarkaup,64.081496000000001,-21.939793999999999,0
14001624,Skútahraun / Slökkvistöð,64.081646000000006,-21.936966999999999,0
14001626,Grænakinn,64.066051000000002,-21.944889,0
14001627,Álfaskeið,64.071382,-21.941172000000002,0
14001629,Miklaholt,64.059600000000003,-21.986930999999998,0
14001630,Háholt / Hörgsholt,64.057631000000001,-21.985164999999999,0
14001631,Háholt / Bæjarholt,64.056916000000001,-21.982859000000001,0
14001632,Háholt / Akurholt,64.055567999999994,-21.979975,0
14001634,Grænakinn,64.066074999999998,-21.944603999999998,0
14001635,Hrafnista,64.079054999999997,-21.971916,0
14001636,Herjólfsgata / Útsýnispallur,64.075018999999998,-21.973148999999999,0
14001637,Herjólfsgata / Útsýnispallur,64.075104999999994,-21.972971000000001,0
14001638,Hnoðravellir,64.043227999999999,-21.96752,0
14001639,Glitvellir,64.042418999999995,-21.975853999999998,0
14001640,Hvannavellir,64.043017000000006,-21.977810000000002,0
14001641,Flatahraun / Álfaskeið,64.075742000000005,-21.941716,0
14001642,Bæjarhraun / Flatahraun,64.077219999999997,-21.939841000000001,0
14001643,Bæjarhraun,64.079598000000004,-21.940570000000001,0
14001644,Bæjarhraun,64.079588000000001,-21.940795000000001,0
14001645,Bæjarhraun / Flatahraun,64.077162999999999,-21.940054,0
14001646,Flatahraun / Álfaskeið,64.075714000000005,-21.943929000000001,0
14001647,Hvannavellir,64.043002999999999,-21.977965999999999,0
14001648,Glitvellir,64.042339999999996,-21.97579,0
14001649,Hnoðravellir,64.043163000000007,-21.967206000000001,0
14001650,Hvaleyrarbraut / Brekkutröð,64.060387000000006,-21.978211000000002,0
14001651,Hvaleyrarbraut / Stapagata,64.062421000000001,-21.968675999999999,0
14001652,Hvaleyrarbraut / Stapagata,64.062475000000006,-21.968682000000001,0
14001653,Hvaleyrarbraut / Brekkutröð,64.060473000000002,-21.978383999999998,0
14001655,Klukkuvellir,64.043668999999994,-21.96265,0
14001660,Akurvellir,64.049266000000003,-21.983865999999999,0
14001661,Akurvellir,64.049250999999998,-21.983720999999999,0
14001662,Kirkjugarður Hafnarfjarðar,64.061706,-21.941994,0
14001663,Kaplakriki,64.0769446527884,-21.9374269861653,0
16031307,Eyvindarstaðavegur,64.1061277550452,-22.009885198667,0
16031308,Túngata,64.109385000000003,-22.012975000000001,0
16031309,Jörfavegur,64.114947999999998,-22.005856999999999,0
16031310,Túngata,64.109252999999995,-22.012978,0
16031311,Sjávargata,64.109516999999997,-22.018227,0
16031312,Hólmatún,64.108250999999996,-22.021435,0
16031313,Mýrarkot,64.104416999999998,-22.027197999999999,0
16031314,Bakkavegur,64.102159999999998,-22.026917000000001,0
16031315,Höfðabraut,64.100104999999999,-22.025576000000001,0
16031317,Brekkuland,64.100621000000004,-22.019044999999998,0
16031318,Höfðabraut,64.100226000000006,-22.025542999999999,0
16031319,Brekkuland,64.100561999999996,-22.018891,0
16031320,Breiðamýri,64.102340999999996,-22.017873999999999,0
16031321,Álftanesvegur / Bessastaðir,64.102592000000001,-22.009632,0
16031322,Norðurnesvegur / Bessastaðir,64.1025974321652,-22.0098531589104,0
16031323,Suðurnesvegur / Klukkuholt,64.102224000000007,-22.026779999999999,0
16031324,Suðurnesvegur / Mýrarkot,64.104472999999999,-22.027018999999999,0
16031325,Suðurnesvegur / Vesturtún,64.108264000000005,-22.021144,0
16031326,Suðurnesvegur / Sjávargata,64.109500999999995,-22.017855000000001,0
16031327,Eyvindarstaðavegur,64.106082000000001,-22.009841999999999,0
16040604,Baugshlíð / Skálatún,64.159549999999996,-21.725659,0
16040606,Baugshlíð / Klapparhlíð,64.163149000000004,-21.727951999999998,0
16040607,Álfatangi / Bollatangi,64.168510999999995,-21.717552000000001,0
16040608,Álfatangi / Brekkutangi,64.169358000000003,-21.714603,0
16040609,Álfatangi / Þverholt,64.170057,-21.709025,0
16040610,Skeiðholt,64.1696206480061,-21.6996765174318,0
16040611,Varmárskóli,64.169866999999996,-21.692703000000002,0
16040612,Háholt,64.167205999999993,-21.694365999999999,0
16040613,Reykjavegur / Jónsteigur,64.163313000000002,-21.687657999999999,0
16040614,Reykjavegur / Dælustöðvarvegur,64.158347000000006,-21.670779,0
16040615,Reykjavegur / Reykjabyggð,64.155737999999999,-21.663995,0
16040616,Lágafellsskóli,64.167079000000001,-21.722705999999999,0
16040617,Reykjavegur,64.153855,-21.65753,0
16040618,Reykjavegur / Dælustöðvarvegur,64.158349000000001,-21.670577000000002,0
16040619,Háholt,64.167237,-21.693797,0
16040620,Framhaldsskólinn í Mosfellsbæ / FMOS,64.16593,-21.702089,0
16040621,Reykjavegur / Reykjabyggð,64.155782117462707,-21.6639075700859,0
16040622,Reykjavegur / Jónsteigur,64.164058999999995,-21.689208000000001,0
16040624,Vesturlandsvegur / Ásland,64.171424000000002,-21.677768,0
16040625,Vesturlandsvegur / Hlíðartún,64.1607780403207,-21.7195195069781,0
16040634,Varmárskóli,64.169967999999997,-21.692647000000001,0
16040635,Skeiðholt,64.1696530641305,-21.6998814075743,0
16040636,Álfatangi / Þverholt,64.170265999999998,-21.708993,0
16040637,Álfatangi / Arnartangi,64.169377999999995,-21.715147000000002,0
16040638,Álfatangi / Skeljatangi,64.168441999999999,-21.717853000000002,0
16040639,Lágafellsskóli,64.166032000000001,-21.725909999999999,0
16040641,Baugshlíð / Skálatún,64.159295999999998,-21.725839000000001,0
16040649,Baugshlíð / Blikastaðavegur,64.162987000000001,-21.728159000000002,0
16040650,Reykjavegur / Völuteigur,64.160713999999999,-21.68113,0
16040651,Reykjavegur / Völuteigur,64.161111000000005,-21.681836000000001,0
16040652,Vesturlandsvegur / Ásland,64.170692000000003,-21.679203999999999,0
16040653,Leirvogstunga,64.183772,-21.682118,0
16040655,Reykjalundur,64.162784000000002,-21.663820000000001,0
16040656,Tjaldanes,64.180301,-21.635617,0
16040657,Mosfell,64.180536000000004,-21.619703999999999,0
16040658,Lundur,64.180738000000005,-21.606306,0
16040659,Laxnes,64.180336999999994,-21.590415,0
16040660,Lundur,64.18083,-21.606563999999999,0
16040661,Mosfell,64.180615000000003,-21.619986999999998,0
16040662,Tjaldanes,64.18039,-21.635743,0
16040663,Álafoss,64.1674549312659,-21.6825120604026,0
16040666,Vefarastræti / Gerplustræti,64.1673578872702,-21.664741757037,0
16040667,Vefarastræti / Helgafellsvegur,64.1689672717032,-21.6714987268818,0
16040668,Álafossvegur,64.1675276419087,-21.6820541257391,0
16040669,Framhaldsskólinn í Mosfellsbæ / FMOS,64.1656954722233,-21.7034970207252,0
16049670,Tunguvegur / Leirvogstunga,64.1816750307885,-21.6919785651855,0
16049671,Tungubakkar,64.1845172585536,-21.694540913184,0
16049672,Tunguvegur / Leirvogstunga,64.1815937735662,-21.6925666485543,0
16049673,Þverholt / Háholt,64.1661665888489,-21.6966621476578,0
16049674,Hlégarður / Háholt,64.1678556347102,-21.692131527505,0
20000003,Fitjar,63.973625,-22.54305,0
20000006,Fitjar,63.973935,-22.543178,0
